id|gloss
14_0998|جد بنت حمى برد
14_0999|تعليق ملابس خزانه تعليق كسر
14_1000|تقديم حديقه فلاح سله جزر انواع
15_0501|كيفيه كيمياء تقطيع ذوبان ز ب د ه
15_0502|ولد طلب بيتزا تقطيع حار
15_0503|اخ هو رغبه طلب شاي مع بقره
15_0504|انا رغبه دراجه اختيار
15_0505|سوال هو يوجد دهن ذوبان ز ب د ه
15_0506|تنبيه سوال طفل هو طريقه سينما عرض سوال
15_0507|سوال ولد هو طريقه طريق مركز
15_0508|عوده خدمه مساعده سوال يوم الاربعاء اكل لوحه
15_0509|شخص مدرسه سياره يوم الجمعه
15_0510|استفهام سوال مشاهده قدره حذاء مشي حذاء سوال
15_0511|مشي وصول الان سوال سياره
15_0512|انا اخ سامع معرفه لغه اشاره
15_0513|انا انتظار وصول بقره اصلي
15_0514|اعطاء هذا مال رخيص لا
15_0515|الان تساقط حبه صغير ابيض تساقط زياده يوم الاثنين
15_0516|الان اخ صغير مجامله عنايه طفل مولود
15_0517|انا قدره غسل خزانه تعليق كل_سنه ثلاث_سنوات
15_0518|انا ايجار غسل كنس نفسي سبب خدمه مرض هو
15_0519|استفهام هو رغبه هو عسل او سكب
15_0520|كل_يوم الاحد مستمر جد خياطه ملابس
15_0521|انا خزانه تعليق جميل
15_0522|انا منزل فيلا راحه مع سوال زهره
15_0523|الان صباح الان تعب مرض بطن الم
15_0524|تفضل زياره ام وصول منزل سبب انا مرض برد
15_0525|انا قدره خزانه تعليق الان الخميس
15_0526|ام انا اعطاء شوربه
15_0527|اعطاء اخ خزانه تعليق ملابس
15_0528|هو فلاح حوض هذا سوال هذا بيض
15_0529|هذا عطاء اب سوال طاوله تعليق خزانه
15_0530|انا حزين سبب اسره بعيد
15_0531|انا سعيد سبب جو اضاءه واضح شمس
15_0532|الان اطفال مع اخذ ذهاب مدرسه انا
15_0533|ماضي عمل تعب صيف الان راحه سعيد
15_0534|انا اخت بنت رغبه خياطه ملابس
15_0535|استفهام اسم هو كلب قصير اسم
15_0536|لا ماضي بطن الم لا_يوجد
15_0537|انا سعيد سبب الحمدلله الان راس الم لا_يوجد
15_0538|الان مطر مشاهده صعب مشكله سبب مظله لا_يوجد
15_0539|انا رغبه لا تعليق خزانه تعليق رغبه لا
15_0540|وجوب هو الان نوم
15_0541|استفهام هو رغبه بيض ملح تذوق حار مع
15_0542|انا اب هو رغبه بيض مع تذوق حار لا
15_0543|انا رغبه منزل صغير مع فتح هواء
15_0544|وجوب الان استيقاظ خبز ساعه اربع ربع صباح كل_يوم
15_0545|الان اكل كل_يوم ممكن
15_0546|انا الان لقاء صديق قديم منقط قديم
15_0547|لا دخان مع عمل دخان لا
15_0548|الان يوم ولاده تاريخ سوال شهر ماضي
15_0549|انا شراء تذكره اربع سبب دخول فتح منقط قديم
15_0550|رغبه بحث رغبه بنت زواج
15_0551|انا اخ ابن طويل
15_0552|ابن خال موت يوم ماضي مولود
15_0553|انا ولد_عم انا كره مدرسه بعيد
15_0554|انا ابن بنت دجاج شوي
15_0555|انا ابن استيقاظ وقت قبل
15_0556|اب تدريب مستمر صدقه دفع فقير دفع مستمر
15_0557|انا اب اخبرني قول رغبه لون سوال
15_0558|انا اب اخ ولد_عم جميع عمل حداده حديد
15_0559|انا اب عمل رقم سوال وزاره تصليح
15_0560|اخ بنت معلم كيمياء سوال ثانوي
15_0561|انا اخ اختيار بنت شباب وجه جميل
15_0562|انا اخ خاص تخصص تدريب قراءه_شفاه كلام
15_0563|انا اخ حزين سبب هو مع ذهاب مباراه كره_قدم
15_0564|انا اخ رسم تصميم علم السعوديه كتاب مدرسه
15_0565|انا اخ معلم صم
15_0566|انا اسره ام اب ثلاث بنت ولد اثنان بنت
15_0567|انا صلاه خمس وقت اتقان
15_0568|انا طاعه ام اب
15_0569|انا معرفه رياضه فائده جسم
15_0570|اسبوع قريب ترفيه حفل ولد_عم زواج
15_0571|حمايه السعوديه ملاحقه تجاره مخدرات
15_0572|اسبوع_قادم انا طياره سبب عمره احرام
15_0573|اسبوع_قادم قريب اب وصول الرياض
15_0574|بنت شخص هو حب لون وردي لون بنفسجي لون اصفر لون فضي
15_0575|شخص بنت حب موسيقى
15_0576|دخان تدخين هو ممنوع قريب بنزين
15_0577|جميع حب سوال ولد شخص كريم
15_0578|ولد اشخاص السعوديه ملابس غتره عقال
15_0579|رحله سعيد جميع سعيد
15_0580|رحمه جميع انسان اشخاص مسلم
15_0581|الرياض عاصمه السعوديه
15_0582|ضباب حادث
15_0583|طريق منزل امام قريب
15_0584|شخص عمل هو شخص رسم منزل صبغ لون ابيض
15_0585|قرد اكل موز
15_0586|كتاب فوق تعليق تعليق خزانه ملابس
15_0587|لون احمر لون دم
15_0588|الان ليل غيوم زياده
15_0589|شرب ري حديقه
15_0590|محامي دعم حق
15_0591|مخدرات انواع سبب مشكله خطر جسم انسان
15_0592|بنت خوف سوال ثعبان
15_0593|معلم هو تعليم مدرسه اشخاص سوال مكان مدرسه
15_0594|ملك السعوديه زياره سوال فرنسا
15_0595|انسان سعيد سبب اجازه عيد ذبح
15_0596|انسان جميع ابتسامه سبب قريب شهر رمضان
15_0597|شخص ولد شراء زهره تقديم ام
15_0598|شخص ولد هو حب لون اسود لون رمادي ذهبي ازرق بني
15_0599|الان صيف اكل مكرونه كوسا دجاج
15_0600|الان عم زياره عوده منزل
15_0601|الان مدرسه الان معرفه رياضه فائده جسم
15_0602|جد هو حب لون احمر شديد
15_0603|انا ام قدره وجه قدره عالم
15_0604|انا ام شراء متر عشرين م ت ر قماش
15_0605|انا ام خلط صيف اكل خلط سوال تقطيع رز سوال دجاج شواء
15_0606|انا حب السعوديه عربيه جميع
15_0607|انا رغبه ذهاب سوال وقت سبع ربع
15_0608|انا رغبه ذهاب طياره موقع فرنسا
15_0609|انا شرب ماء نظيف
15_0610|انا زكام اسبوع واحد
15_0611|انا عمل عشر_ساعات كل_يوم هو تعب
15_0612|انا الان ذهاب سوال شراء صيدليه
15_0613|انا ماضي مشاهده قرد جميل
15_0614|انا مساعده شخص كفيف
15_0615|انا سعيد سبب زواج صديق ع ل ي انا لا
15_0616|انا زواج ابن بنت عمر اربع_عشر سن ولد هو عمر احد_عشر سن
15_0617|انا مفلس مال لا_يوجد سبب راتب قليل شهر لا_يوجد
15_0618|انا خال مع ذهاب زهره
15_0619|هو تفضل ذهاب مسجد خطوات يمين
15_0620|هو مدرسه تركيز سبب بعد ج اختبار قدره
15_0621|هو شراء حمص فلافل
15_0622|هو ماضي مشاهده تلفاز فيلم سينما هو
15_0623|هو خبير لغه اشاره ماشاءلله
15_0624|انت كذب كثير هو
15_0625|انسحاب تدريب دوره لغه اشاره موقع شرطه
15_0626|تفضل منزل جار
15_0627|جميع تعب اعاقه
15_0628|انا مشاركه مع اخ
15_0629|ماضي انا ذهاب شركه اتصالات
15_0630|ماضي زياره تفضل منزل
15_0631|ليل سياحه ممنوع
15_0632|بعد اكل انتهاء انسحاب وجوب موقع نظيف سرعه
15_0633|بعد اسبوع اثنان اب وصول الرياض
15_0634|منزل انا امام مسجد
15_0635|تذكره كاس عالم مال سوال
15_0636|جد خلف مساعده قطف حبه اسود زيتون
15_0637|جد انا اخ سعيد سبب اب وصول صحه
15_0638|خال رئيس جمعيه صم سوال المغرب
15_0639|انا خال زهره حديقه زهره
15_0640|داخل سياحه ممنوع اكل عصير انواع
15_0641|انا مشاهده منزل جميل الرياض لون اصفر باب لون اسود
15_0642|شخص ولد مسعف اسعاف احمر مساعده انسان
15_0643|انا سعيد عمل مع صم
15_0644|الان لقاء وقت احد_عشر نصف
15_0645|مشاهده رسم لون انواع
15_0646|صخر هو جبل تدحرج اسفل
15_0647|سمع جرس الم
15_0648|فيل صوت غير
15_0649|مدرسه شخص هو خوف اختبار هو
15_0650|رقم اسره هو سوال
15_0651|رقم تفضل ترفيه حفل الف اعلى
15_0652|هو اكل قبل بعد وجوب غسل_يد
15_0653|سجن انا مشاهده شاب بكاء
15_0654|صين منطقه هو جميع انسان حب رز مكرونه
15_0655|انا عمل صديق هو تعب كسل تعب فاضي 
15_0656|انا لقاء عمل مسوول هو قول غدا عوده
15_0657|قبل ذهاب منزل وجوب ضغط جرس
15_0658|قبل سن عشر ماضي انا ذهاب حج مع مركز صم
15_0659|كل_يوم قبل صباح انا استيقاظ
15_0660|ماشاءلله انت ممتاز
15_0661|عمل طياره هو شخص تعامل ابتسامه
15_0662|شخص عمل خوف تعيين
15_0663|انا جميع دعم صديق صم
15_0664|رقم نسبه فاضي عمل لا_يوجد رقم زياده كل_سنه
15_0665|نعم ماضي مشاهده فيلم سينما جميل واضح
15_0666|انا محفظه داخل
15_0667|هو شخص قبيح
15_0668|هو مدرسه جامعه انسحاب استفهام
15_0669|استفهام هو كلام حق
15_0670|كل_يوم اخت بنت استيقاظ قبل صلاه صباح
15_0671|سن مستمر جميع خير جميع
15_0672|انا حب صفحه قصص قراءه
15_0673|استفهام هو نيه حب سوال
15_0674|انا رقم مال شركه خاص
15_0675|استفهام سوال موقع طياره
15_0676|تاريخ سوال طياره وقت
15_0677|استفهام طريقه ازدحام
15_0678|انا رغبه شراء بقره ابن مولود
15_0679|استفهام بنك الان مفتوح
15_0680|لا مفلس مال لا_يوجد مظله
15_0681|استفهام سوال معلم لغه عربيه
15_0682|ابن بنت حب معلم مدرسه
15_0683|انا يوجد انا حفظ فندق يوجد هو خاص
15_0684|استفهام غرفه فاضي_2 هو
15_0685|انا لا حب دخان
15_0686|انا حزن سوال سكر نسبه رخيص
15_0687|انا رغبه دواء زكام صدر
15_0688|انا ابن هو يوجد صدر راس الم
15_0689|سياره نافذه ضرب كسر_نافذه هو
15_0690|انا جوال عطل
15_0691|انا حب ذهاب بحر وقت اربع_العصر
15_0692|انا ذهاب اسره مع اسره مع سوال ابها تاريخ صيف
15_0693|انا منزل ايجار صغير
15_0694|انا عمل لا_يوجد
15_0695|انا خاص شهاده ثانوي
15_0696|استفهام هو خبره شهاده يوجد
15_0697|انا عقل خبره شهاده لا_يوجد
15_0698|استفهام سياره هو سوال اسم
15_0699|انا سياره لا_يوجد
15_0700|انا رغبه شراء سياره لون رمادي
15_0701|انا رغبه اجازه عمل
15_0702|رقم وقت طويل اجازه
15_0703|تاريخ فتح اجتماع
15_0704|لا تاخير اجتماع
15_0705|انا مدير طيب
15_0706|هو صديق هو مساعده عمل
15_0707|انا الان عمل قدره
15_0708|انا لا زواج لا_يوجد
15_0709|انا مع ام اب اخ مع
15_0710|الان لقاء بنت خال ابن ماضي
15_0711|انا ذهاب مع اخ شركه اتصالات
15_0712|انا رغبه شراء سكر عسل لوحه بقاله
15_0713|انا لا_يوجد مال مفلس لا_يوجد
15_0714|انا رغبه فتح رقم حساب بنك
15_0715|انا اخ بنت عمل د سن
15_0716|انا اخ ولد مدرسه خطه الصين
15_0717|انا ضياع محفظه مال
15_0718|انا رغبه رقم محامي ذكي
15_0719|انا قدره حج سن ماضي
15_0720|انا اخ انتهاء سجن افراج
15_0721|الان مدرسه موضوع الان كيمياء صعب الان
15_0722|حبه اسود ز ي ت و ن حبه فائده جسم
15_0723|استفهام سوال موقع بنزين
15_0724|منطقه المغرب جميل
15_0725|انا حب اخضر تقطيع نار رز مع خلط
15_0726|انا مشاهده ثعبان صخره تحت مشاهده
15_0727|انا رغبه لا فلافل
15_0728|انا اخ حب حمص
15_0729|انا شراء ام عطر تقديم
15_0730|فرنسا قدره كاس كره_قدم عالم
15_0731|انا شراء اخ بنت ساعه لون فضي ذهبي بنفسجي
15_0732|استفهام قدره خزانه
15_0733|لا هو لا مال اعطاء الباقي
15_0734|كيفيه وصول موقع قطار باص
15_0735|استفهام هو ترتيب واضح اعاده
15_0736|استفهام انا قدره دخول
15_0737|استفهام رقم مال عطر
15_0738|كيفيه وصول مكتبه موقع
15_0739|عطر ضياع اعاقه
15_0740|استفهام انا قدره حذاء دخول قدره
15_0741|حذاء كبير رغبه صغير
15_0742|استفهام هو جاكيت كبير
15_0743|رغبه سوال جاكيت نظر تجربه قياس لون احمر
15_0744|انا رغبه حذاء مقاس رقم اربعون
15_0745|انا مشاهده فستان نظر سعيد لا
15_0746|فستان ملابس صغير
15_0747|رقم شرطه جوال
15_0748|شخص شعار احمر اسعاف سرعه
15_0749|مباره كاس عالم الان ممتاز
15_0750|يوم الخميس مع اب سوال حديقه
15_0751|انا اخ رغبه رسم كتاب
15_0752|خلط جد ماضي لذيذ
15_0753|طفل طفل بكاء سبب جوع
15_0754|اعطاء ملح استئذان
15_0755|بحر امتلاء ازدحام
15_0756|وجوب جميع كلام صدق مستمر
15_0757|لا خوف ثعبان
15_0758|حديد حداد عمل ثقيل تعب
15_0759|صغير رمي سوال قط
15_0760|مشكله انا اخ بنت مع ابن عم
15_0761|جد انا موت يوم الاربعاء
15_0762|انا اخ استفراغ مدرسه يكره
15_0763|انا ابن دجاج شواء ثاني سمكه شواء
15_0764|انا اب اخ عم عمل حداد حديد
15_0765|خال عمل وزاره تصليح
15_0766|انا رسم علم السعوديه سوال مدرسه داخل
15_0767|انا مستمر مشي كل_يوم رياضه
15_0768|سبعه اسبوع_الماضي انا عمره احرام
15_0769|انا اب غتره عقال
15_0770|استفهام عاصمه السعوديه
15_0771|غيوم ثقيل بعد مطر
15_0772|تاجر تجاره مخدرات وصول سجن
15_0773|معلم تعليم مدرسه قراءه
15_0774|اجازه عيد اجازه ذبح غدا فتح
15_0775|انا حب شهر رمضان
15_0776|رغبه جميع شراء دجاج كوسا مربى
15_0777|غدا ولد_عم تفضل زياره منزل انا
15_0778|الان مدرسه الان معرفه رسم
15_0779|انا رغبه شراء عشرون متر قماش
15_0780|انا ام الان صباح اكل خلط
15_0781|انا حب السعوديه
15_0782|انا ذهاب وقت اربع
15_0783|انا رغبه ذهاب طياره سوال المغرب
15_0784|انا زكام اسبوع_ماضي
15_0785|انا عمل وقت ثمان_ساعات كل_يوم
15_0786|انا ذهاب صيدليه مع اب
15_0787|شخص ولد هو كفيف وجوب مساعده
15_0788|انا اخ بنت زواج ابن عمر سن اثنان
15_0789|سبب راتب شهر
15_0790|انا اخ مدرسه تركيز
15_0791|استفهام هو رغبه مشاهده فيلم سينما تلفاز مشاهده
15_0792|انا منزل جانب هذا ولد كريم طيب
15_0793|سبب جميع تعب اعاقه سبب
15_0794|مشاركه مع اخ بنت تكنيس نظيف منزل
15_0795|سياحه ترفيه ممنوع الان
15_0796|بعد اكل وجوب صحن غسل نظيف
15_0797|بعد غدا سفر اخ سوال وصول ابها
15_0798|رغبه تذكره كاس عالم
15_0799|اختيار اسود صباح
15_0800|اب انا رئيس جمعيه صم السعوديه
15_0801|انا مشاهده منزل جميل لون رمادي اصفر
15_0802|استفهام سمع جرس
15_0803|مدرسه هو قدره اختبار
15_0804|رقم هو اخ
15_0805|رقم سوال حفل مدرسه اشخاص رقم اثنان ثلاث_اصفار
15_0806|انا اكل خفيف اكل
15_0807|رقم سجن قضبان
15_0808|ذهاب حج ماضي سن ثلاث_سنوات مع اب
15_0809|كل_يوم قبل صباح قراءه قران كتاب
15_0810|انا حب صديق صم
15_0811|رقم نسبه فاضي عمل لا_يوجد مجتمع
15_0812|انا مشاهده فيلم سينما طويل
15_0813|شخص هو طير هو قبيح
15_0814|وجوب كلام صدق مستمر
15_0815|انا ام استيقاظ صباح قبل سبب خلط اكل
15_0816|لا هو فاضي
15_0817|انا نوم ليل وقت تسع ليل
15_0818|انا حب لون ذهبي كره لون فضي
15_0819|انا اسم ع ل ي هو اسم سوال
15_0820|انا مدرسه قراءه قران كتاب
15_0821|انا اخ بنت حب لون بنفسجي ام حب لون رمادي
15_0822|انا حب صلاه قراءه مدرسه
15_0823|اكل خلط مستشفى فائده
15_0824|اخ بنت ابن طفل جميل
15_0825|انا اخ طياره سوال فرنسا الان صيف
15_0826|حقيبه_يد حقيبه_ظهر مدرسه ثقيل
15_0827|انا اخ معرفه سياره بنت
15_0828|انا مساعده جد ري حديقه
15_0829|مساعده جد ولد مشي مساعده
15_0830|لا انا صديق لا_يوجد مدرسه
15_0831|كيفيه معرفه لغه اشاره
15_0832|وجوب وضوء قبل الصلاه
15_0833|انا ولد_عم مع ذهاب صيد سمكه
15_0834|انا انف منزل جار
15_0835|انا زياره اقارب غدا
15_0836|خال بنت هو مدير مدرسه
15_0837|انا حب اكل منزل
15_0838|انا حفظ قران مدرسه سوال مدرسه موقع
15_0839|انا مدرسه مركز معرفه مركز لغه انجليزيه
15_0840|انا رغبه مساعده معرفه مدرسه
15_0841|انا ذهاب مركز لغه انجليزيه كل_يوم
15_0842|انا ذهاب منزل صديق بنت يوم السبت
15_0843|لا اكل قبل نوم
15_0844|انا حب سوال سمع موسيقى صباح
15_0845|جد ولد ذهاب سوال صلاه الجمعه
15_0846|انا ابن مشي سوال بحر
15_0847|انا رغبه جديله صبغ لون سوال ذهبي
15_0848|انا اخ ولد وفاه اسبوع_ماضي الله رحمه
15_0849|انا سياحه مدرسه سوال منقط قديم
15_0850|تاريخ سوال يوم اجازه السعوديه علم يوم
15_0851|انا رغبه شراء حفيد ترفيه تقديم
15_0852|جد انسحاب مستشفى الان
15_0853|لا رغبه حب اقارب خال بنت ابن هو كذب
15_0854|استفهام هو ابن بنت ذهاب مدرسه
15_0855|عمر بنت اخ طفل عمر سنه نصف
15_0856|تاريخ مدرسه سوال انسحاب
15_0857|وجوب ان دواء صباح
15_0858|باص مدرسه وقت وصول منزل سبعه صباح
15_0859|جد بنت مدرسه قراءه جهل
15_0860|انا رغبه شراء غتره عقال سبب عيد اجازه
15_0861|سياره غسل صباح
15_0862|منزل امام هنا بحر
15_0863|انا شرب اضافه جسم كل_يوم صباح
15_0864|مدرسه سباحه معرفه ممتاز
15_0865|جبل صعود ثقيل
15_0866|الاثنين يوم ماضي ذهاب مستشفى
15_0867|عيد اجازه ذبح
15_0868|اب انا بناء مسجد كبير
15_0869|طفل هو معرفه سباحه
15_0870|صلاه مسجد داخل قدره
15_0871|استفهام د قول سوال
15_0872|ابن اكل مستشفى لا
15_0873|استفهام كتابه هذا هو
15_0874|كتاب هذا كسل امتلاء
15_0875|انا مترجم لغه سرعه معرفه لا
15_0876|نوم داخل طياره داخل نوم سعيد لا
15_0877|انا مشاهده غدا ان_شاء_لله
15_0878|طفل بكاء زياده
15_0879|انا لقاء قدره
15_0880|عمر جد بنت سن مئه
15_0881|هو حب ايس_كريم صح
15_0882|انا حب اكل طعم فلفل مع رز رغبه لا
15_0883|استفهام هو سوال سعيد هو اب هو سعيد قدره
15_0884|ذهاب استفهام ذهاب جد بنت زياره ذهاب هو
15_0885|نعم اخ صم
15_0886|استفهام هو اخ صم هو
15_0887|استفهام هو ابن هو
15_0888|زوج انا ملابس كوي عمل هو لون بني
15_0889|ملابس تعليق
15_0890|انا رغبه شراء فيلا مع زهره كبير
15_0891|ماضي انا سمع الم
15_0892|وصول سرير خوف غدا
15_0893|شوربه هو طبخ جد بنت طعم لذيذ
15_0894|طاوله كسر
15_0895|انا رغبه د سمع
15_0896|غيوم شمس ابها شمس
15_0897|زوج هو وصول اخذ ابن سوال مدرسه
15_0898|رغبه شراء تيشيرت تنوره لون ابيض
15_0899|انا اخ بنت كبير رغبه خياطه
15_0900|جد اب انا عمل خبز
15_0901|هو مشي نادل وصول سوال باص
15_0902|انا اب مع طياره فرنسا صيف الان
15_0903|لا الان لون ملابس تيشيرت لون بني لا
15_0904|فستان طويل
15_0905|مباراه عالم الان مشاهده كسل امتلاء
15_0906|يوم الخميس مع مستشفى اب ذهاب مستشفى
15_0907|خلط ام طعم لذيذ
15_0908|لا خوف قط
15_0909|طفل ضرب هو كلب
15_0910|اخ ابن صغير
15_0911|جد ولد مستمر صدقه فقير متسول
15_0912|انا اخ بنت معلم اطفال
15_0913|انا اخ كل_يوم الاربعاء ذهاب قراءه_شفاه معرفه
15_0914|ابن انا ابتسامه سعيد سبب ذهاب مشاهده مباراه كره_قدم
15_0915|انا اخ بنت هو معلم صم
15_0916|اسره ام اب اخ ولد ثلاث
15_0917|وجوب ان الصلاه خمس وقت اتقان
15_0918|انا حب ام اب اخ بنت طفل
15_0919|شهر قريب ترفيه حفل زوج اخ
15_0920|حمايه السعوديه حمايه شعب السعوديه
15_0921|شهر قريب ام وصول منطقه الرياض
15_0922|اخ ولد لون فضي اصفر بني
15_0923|اخ رغبه موسيقى
15_0924|ممنوع دخان داخل مدرسه
15_0925|عم ولد طيب كريم
15_0926|سياحه تعب
15_0927|رحمه جميل رحمه
15_0928|مطر ضباب سبب حادث
15_0929|طريق ذهاب وصول سوال طياره خطر
15_0930|شخص هو عامل هو صبغ مسجد لون ابيض
15_0931|قرد قفز شجر
15_0932|قلم تحت خزانه تعليق ملابس
15_0933|استفهام لون دم ال د م
15_0934|جد ولد ري حديقه
15_0935|حمايه محامي كلام صدق
15_0936|قط خوف ثعبان
15_0937|ملك سعوديه هو زياره الصين منطقه
15_0938|اب شراء زهره تقديم ام
15_0939|انا اخ حب لون اصفر
15_0940|انا شرب ماء بارد
15_0941|انا مشاهده طير جميل صباح
15_0942|انا سعيد سبب زواج اخ بنت
15_0943|ملابس اخ شماغ عقال
15_0944|انا مشاهده فلافل حمص مشاهده لا_يوجد
15_0945|اب انا مستشار خبير لغه اشاره
15_0946|هو ولد هو كذب
15_0947|الان انسحاب خلاص لغه دوره لغه اشاره
15_0948|انا رغبه ذهاب شركه اتصالات
15_0949|زياره شخص اخر صباح
15_0950|منزل امام مدرسه
15_0951|انا سعيد سبب ام وصول سفر صحه
15_0952|جد ولد حديقه زهره
15_0953|داخل مسجد ممنوع اكل شرب
15_0954|شرطه هو مساعده اشخاص انسان
15_0955|انا اخ بنت سعيد سبب عمل مع صم
15_0956|انا لقاء ساعه احد_عشر نصف كوفي
15_0957|انا مشاهده رسم ماضي
15_0958|شجر كبير جبل سقوط
15_0959|استفهام اسم صوت فيل
15_0960|فرنسا مشاهده جميع انسان حب سوال بيتزا تقطيع
15_0961|مشاهده فيلم سينما عرض امتلاء
15_0962|د كلام لي ثلاث_ايام اعاده عوده
15_0963|قبل دخول اخ وجوب دق_الباب
15_0964|ماشاءالله هو ذكي
15_0965|عمل بنك شخص هو معروف تعامل ابتسامه
15_0966|كيفيه طبخ بيتزا تقطيع مهاره سوال
15_0967|انا رغبه شراء محفظه مال
15_0968|هو كلب هو قبيح
15_0969|كيفيه وصول سياحه بقاله
15_0970|انا رغبه مترجم لغه اشاره
15_0971|انا مع اسره ذهاب زهره
15_0972|انا ذهاب صيدليه مع ام
15_0973|انا اب بيع منزل
15_0974|انا حب اخ ولد هو ابن طفل
15_0975|انا حب اخ كبير
15_0976|انا حب اكل مستشفى ضبط
15_0977|انا ابن عمل شرطه
15_0978|انا كره هو صيف
15_0979|هو استفهام رقم عمر سن اخ طفل بنت
15_0980|جد قدره جد بنت قراءه علم
15_0981|انا غسل ملابس غسل صباح
15_0982|انا اخ صبغ لون وردي
15_0983|معلم كيمياء تعليم ممتاز
15_0984|استفهام معلم كلام سوال
15_0985|شخص ولد هو ايس_كريم
15_0986|ولد هو ترفيه دراجه
15_0987|انا اب نداء اخ ولد
15_0988|انا ام لا_2 لغه اشاره
15_0989|هو شخص هو طيب
15_0990|استفهام سوال موقع شركه سوال
15_0991|عم ولد شراء تقديم حاسب لاب_توب
15_0992|انا اب حب سوال سمكه مع رز
15_0993|اكل طاوله
15_0994|زوج بنت هو كوي ملابس
15_0995|استفهام هو مدرسه مكان اسم
15_0996|وصول دراجه اختيار غدا
15_0997|كل_يوم صباح قهوه كوفي شرب
15_0998|جد بنت حمى برد
15_0999|تعليق ملابس خزانه تعليق كسر
15_1000|تقديم حديقه فلاح سله جزر انواع
16_0501|كيفيه كيمياء تقطيع ذوبان ز ب د ه
16_0502|ولد طلب بيتزا تقطيع حار
16_0503|اخ هو رغبه طلب شاي مع بقره
16_0504|انا رغبه دراجه اختيار
16_0505|سوال هو يوجد دهن ذوبان ز ب د ه
16_0506|تنبيه سوال طفل هو طريقه سينما عرض سوال
16_0507|سوال ولد هو طريقه طريق مركز
16_0508|عوده خدمه مساعده سوال يوم الاربعاء اكل لوحه
16_0509|شخص مدرسه سياره يوم الجمعه
16_0510|استفهام سوال مشاهده قدره حذاء مشي حذاء سوال
16_0511|مشي وصول الان سياره
16_0512|انا اخ سامع معرفه لغه اشاره
16_0513|انا انتظار وصول بقره اصلي
16_0514|اعطاء هذا مال رخيص لا
16_0515|الان تساقط حبه صغير ابيض تساقط زياده يوم الاثنين
16_0516|الان اخ صغير مجامله عنايه طفل مولود
16_0517|انا قدره غسل خزانه تعليق كل_سنه ثلاث_سنوات
16_0518|انا ايجار غسل كنس نفسي سبب خدمه مرض هو
16_0519|استفهام هو رغبه هو عسل او سكب
16_0520|كل_يوم الاحد مستمر جد خياطه ملابس
16_0521|انا خزانه تعليق جميل
16_0522|انا منزل فيلا راحه مع سوال زهره
16_0523|الان صباح الان تعب مرض بطن الم
16_0524|تفضل زياره ام وصول منزل سبب انا مرض برد
16_0525|انا قدره خزانه تعليق الان الخميس
16_0526|ام انا اعطاء شوربه
16_0527|اعطاء اخ خزانه تعليق ملابس
16_0528|هو فلاح حوض هذا سوال هذا بيض
16_0529|هذا عطاء اب سوال طاوله تعليق خزانه
16_0530|انا حزين سبب اسره بعيد
16_0531|انا سعيد سبب جو اضاءه واضح شمس
16_0532|الان اطفال مع اخذ ذهاب مدرسه انا
16_0533|ماضي عمل تعب صيف الان راحه سعيد
16_0534|انا اخت بنت رغبه خياطه ملابس
16_0535|استفهام اسم هو كلب قصير اسم
16_0536|لا ماضي بطن الم لا_يوجد
16_0537|انا سعيد سبب الحمدلله الان راس الم لا_يوجد
16_0538|الان مطر مشاهده مشكله مظله لا_يوجد
16_0539|انا رغبه لا تعليق خزانه تعليق رغبه لا
16_0540|وجوب هو الان نوم
16_0541|استفهام هو رغبه بيض ملح تذوق حار مع
16_0542|انا اب هو رغبه بيض مع تذوق حار لا
16_0543|انا رغبه منزل صغير مع فتح هواء
16_0544|وجوب الان استيقاظ خبز ساعه اربع ربع صباح كل_يوم
16_0545|الان اكل كل_يوم ممكن
16_0546|انا الان لقاء صديق قديم منقط قديم
16_0547|لا دخان مع عمل دخان لا
16_0548|الان يوم ولاده تاريخ سوال شهر ماضي
16_0549|انا شراء تذكره اربع سبب دخول فتح منقط قديم
16_0550|رغبه بحث رغبه بنت زواج
16_0551|انا اخ ابن طويل
16_0552|اخ خال بنت ابن مولود موت ماضي
16_0553|انا ولد_عم انا كره مدرسه بعيد
16_0554|انا ابن بنت دجاج شوي
16_0555|انا ابن استيقاظ وقت قبل
16_0556|اب تدريب مستمر صدقه دفع فقير دفع مستمر
16_0557|انا اب اخبرني قول رغبه لون سوال
16_0558|انا اب اخ ولد_عم جميع عمل حداده حديد
16_0559|انا اب عمل رقم سوال وزاره تصليح
16_0560|اخ بنت معلم كيمياء سوال ثانوي
16_0561|انا اخ اختيار بنت شباب وجه جميل
16_0562|انا اخ خاص تخصص تدريب قراءه_شفاه كلام
16_0563|انا اخ حزين سبب هو مع ذهاب مباراه كره_قدم
16_0564|انا اخ رسم تصميم علم السعوديه كتاب مدرسه
16_0565|انا اخ معلم صم
16_0566|انا اسره ام اب ثلاث بنت ولد بنت اثنان
16_0567|انا صلاه خمس وقت اتقان
16_0568|انا طاعه ام اب
16_0569|انا معرفه رياضه فائده جسم
16_0570|اسبوع قريب ترفيه حفل ولد_عم زواج
16_0571|حمايه السعوديه ملاحقه تجاره مخدرات
16_0572|اسبوع_قادم انا طياره سبب عمره احرام
16_0573|اسبوع_قادم قريب اب وصول الرياض
16_0574|بنت شخص هو حب لون وردي لون بنفسجي لون اصفر لون فضي
16_0575|شخص بنت حب موسيقى
16_0576|دخان تدخين هو ممنوع قريب بنزين
