id|gloss|text
16_0633|بعد اسبوع اثنان اب وصول الرياض|بعد اسبوعين يصل والدي الى الرياض
16_0634|منزل انا امام مسجد|بيتي امام المسجد
16_0635|تذكره كاس عالم مال سوال|تذكره كاس العالم ثمنها كم
16_0636|جد خلف مساعده قطف حبه اسود زيتون|جدي ساعدني في قطف اشجار الزيتون
16_0637|جد انا اخ سعيد سبب اب وصول صحه|جدي واخوتي سعداء بعوده ابي من السفر
16_0638|خال رئيس جمعيه صم سوال المغرب|خالي رئيس جمعيه الصم في المغرب
16_0639|انا خال زهره حديقه زهره|خالي يزرع الشجر
16_0640|داخل سياحه ممنوع اكل عصير انواع|داخل المعرض يمنع الاكل و الشرب
16_0641|انا مشاهده منزل جميل الرياض لون اصفر باب لون اسود|رايت بيتا جميلا في الرياض لونه اصفر والباب لونه اسود
16_0642|شخص ولد مسعف اسعاف احمر مساعده انسان|رجل الاسعاف يساعد الناس
16_0643|انا سعيد عمل مع صم|سعيده بالعمل مع الصم
16_0644|الان لقاء وقت احد_عشر نصف|سنتقابل الساعه احد عشر و نصف
16_0645|مشاهده رسم لون انواع|شاهدت الرسام يرسم بالوان متعدده
16_0646|صخر هو جبل تدحرج اسفل|صخره كبيره من اعلى الجبل سقطت
16_0647|سمع جرس الم|صوت الجرس مزعج
16_0648|فيل صوت غير|صوت الفيل غريب
16_0649|مدرسه شخص هو خوف اختبار هو|طالب المدرسه خائف في الامتحان
16_0650|رقم اسره هو سوال|عدد افراد اسرتك كم
16_0651|رقم تفضل ترفيه حفل الف اعلى|عدد حضور الحفل الف و اكثر
16_0652|هو اكل قبل بعد وجوب غسل_يد|عند تناول الطعام قبل وبعد انا اغسل يدي
16_0653|سجن انا مشاهده شاب بكاء|في السجن انا رايت شاب يبكي
16_0654|صين منطقه هو جميع انسان حب رز مكرونه|في الصين جميع الناس يحبون الرز و المكرونه
16_0655|عمل صديق هو كسل تعب فاضي |في العمل زميل لي ممل و متعب و كسول
16_0656|انا لقاء عمل مسوول هو قول غدا عوده|قابلت الموظف المسؤول وقال لي راجعني غدا
16_0657|قبل ذهاب منزل وجوب ضغط جرس|قبل دخولي للمنزل اقرع جرس الباب
16_0658|قبل سن عشر ماضي انا ذهاب حج مع مركز صم|قبل عشر سنوات سافرت للحج مع مركز الصم
16_0659|كل_يوم قبل صباح انا استيقاظ|كل يوم قبل صلاه الفجر انا استيقظ
16_0660|ماشاءلله انت ممتاز|ما شاء الله انت رائع
16_0661|عمل طياره هو شخص تعامل ابتسامه|موظف المطار يتميز بحسن التعامل و الابتسامه
16_0662|شخص عمل خوف تعيين|موظف جديد تم تعيينه
16_0663|انا جميع دعم صديق صم|نحن ندعم اصدقائنا الصم
16_0664|رقم نسبه فاضي عمل لا_يوجد رقم زياده كل_سنه|نسبه البطاله في المجتمع تزداد كل عام
16_0665|نعم ماضي مشاهده فيلم سينما جميل واضح|نعم امس شاهدت فيلم جميل كثير
16_0666|انا محفظه داخل|نقودي اضعها داخل المحفظه
16_0667|هو شخص قبيح|هذا الشخص قبيح
16_0668|هو مدرسه جامعه انسحاب استفهام|هل انهيت دراستك الجامعيه
16_0669|استفهام هو كلام حق|هل تقول الصدق
16_0670|كل_يوم اخت بنت استيقاظ قبل صلاه صباح|يوميا اختي تستيقظ قبل صلاه الفجر
16_0671|سن مستمر جميع خير جميع|كل عام و انت بخير
16_0672|انا حب صفحه قصص قراءه|احب قراءه القصص
16_0673|استفهام هو نيه حب سوال|ما هي هواياتك
16_0674|انا رقم مال شركه خاص|انا محاسب مالي في شركه خاصه
16_0675|استفهام سوال موقع طياره|اين هو المطار
16_0676|تاريخ سوال طياره وقت|متى وقت الرحله
16_0677|استفهام طريقه ازدحام|هل الطريق مزدحم
16_0678|انا رغبه شراء بقره ابن مولود|اريد شراء حليب لطفلي الرضيع
16_0679|استفهام بنك مفتوح|هل البنك مفتوح
16_0680|لا مفلس مال لا_يوجد مظله|لا يوجد لدي مال لشراء مظله
16_0681|استفهام سوال معلم لغه عربيه|اين معلمه اللغه العربيه
16_0682|ابن بنت حب معلم مدرسه|ابنتي تحب معلمه الصف
16_0683|انا حفظ طياره فندق انا خاص|لدي حجز في الفندق
16_0684|استفهام غرفه فاضي_2 هو|هل لديك غرف شاغره
16_0685|انا لا حب دخان|انا لا احب التدخين
16_0686|انا حزن سوال سكر نسبه رخيص|اعاني من انخفاض في السكر
16_0687|انا رغبه دواء زكام صدر|اريد دواء للزكام و الكحه
16_0688|انا ابن صدر راس الم|ابني يعاني من كحه وصداع
16_0689|سياره نافذه ضرب كسر_نافذه هو|نافذه السياره مكسوره
16_0690|انا جوال عطل|هاتفي لا يعمل
16_0691|انا حب ذهاب بحر وقت اربع_العصر|احب الذهاب للبحر في العصر
16_0692|انا ذهاب اسره مع اسره مع سوال ابها تاريخ صيف|نذهب انا وعائلتي الي ابها في الصيف
16_0693|انا منزل ايجار صغير|انا اسكن في شقه صغيره
16_0694|انا عمل لا_يوجد|انا عاطل عن العمل
16_0695|انا خاص شهاده ثانوي|لدي شهاده الثانويه العامه
16_0696|استفهام هو خبره شهاده يوجد|هل لديك خبره
16_0697|انا عقل خبره شهاده لا_يوجد|ليس لدي خبره في هذا العمل
16_0698|استفهام سياره هو سوال اسم|مانوع سيارتك
16_0699|انا سياره لا_يوجد|ليس لدي سياره
16_0700|انا رغبه شراء سياره لون رمادي|اريد شراء سياره لونها رمادي
16_0701|انا رغبه اجازه عمل|اريد طلب اجازه من العمل
16_0702|رقم وقت طويل اجازه|كم مده الاجازه
16_0703|تاريخ فتح اجتماع|متى يبدا الاجتماع
16_0704|لا تاخير اجتماع|لا تتاخر على الاجتماع
16_0705|انا مدير طيب|مديري في العمل طيب
16_0706|هو صديق هو مساعده عمل|يساعدني زميلي في العمل
16_0707|انا الان عمل قدره|سانجز العمل اليوم
16_0708|انا لا زواج لا_يوجد|انا لست متزوج
16_0709|انا مع ام اب اخ مع|اعيش مع امي و ابي و اخوتي
16_0710|الان لقاء بنت خال ابن ماضي|التقيت بابن خالتي امس
16_0711|انا ذهاب مع اخ شركه اتصالات|ذهبت مع اخي الى شركه الاتصالات
16_0712|انا رغبه شراء سكر عسل لوحه بقاله|نحتاج شراء سكر وعسل من السوبرماركت
16_0713|انا مال انا لا_يوجد|ليس لدي مال كافي
16_0714|انا رغبه فتح رقم حساب بنك|اريد فتح حساب في البنك
16_0715|انا اخ بنت عمل د سن|اختي تعمل طبيبه اسنان
16_0716|انا اخ ولد مدرسه خطه الصين|اخي يدرس الهندسه في الصين
16_0717|انا ضياع محفظه مال|اضعت محفظه نقودي
16_0718|انا رغبه رقم محامي ذكي|احتاج رقم محامي ذكي
16_0719|انا قدره حج سن ماضي|قمت بالحج السنه الماضيه
16_0720|انا اخ انتهاء سجن افراج|خرج اخي من السجن
16_0721|الان مدرسه موضوع الان كيمياء صعب الان|درس الفيزياء صعب اليوم
16_0722|حبه اسود ز ي ت و ن حبه فائده جسم|الزيتون مفيد للجسم
16_0723|استفهام سوال موقع بنزين|اين محطه الوقود
16_0724|منطقه المغرب جميل|دوله المغرب جميله
16_0725|انا حب اخضر تقطيع نار رز مع خلط|احب الملوخيه مع الرز
16_0726|انا مشاهده ثعبان صخره تحت مشاهده|رايت ثعبان تحت الصخره
16_0727|انا رغبه لا فلافل|لا احب الفلافل
16_0728|انا اخ حب حمص|اخي يحب الحمص
16_0729|انا شراء ام عطر تقديم|اشتريت لامي عطر هديه
16_0730|فرنسا قدره كاس كره_قدم عالم|فرنسا فازت بكاس العالم لكره القدم
16_0731|انا شراء اخ بنت ساعه لون فضي ذهبي بنفسجي|اشتريت لاختي ساعه لونها ذهبي و بنفسجي
16_0732|استفهام قدره خزانه|هل استطيع ان افتح النافذه
16_0733|لا هو لا مال اعطاء الباقي|لم تعطيني باقي النقود
16_0734|كيفيه وصول موقع قطار باص|كيف اصل لمحطه الحافلات
16_0735|استفهام هو ترتيب واضح اعاده|هل يمكنك شرح ذلك مره اخرى
16_0736|استفهام انا قدره دخول|هل يمكنني الدخول
16_0737|استفهام رقم مال عطر|كم ثمن هذا العطر
16_0738|كيفيه وصول مكتبه موقع|كيف اصل الى المكتبه
16_0739|عطر ضياع اعاقه|العطر سقط و انكسر
16_0740|استفهام انا قدره حذاء دخول قدره|هل يمكنني ان اقيس الحذاء
16_0741|حذاء كبير رغبه صغير|الحذاء كبير اريد حذاء اصغر
16_0742|استفهام هو جاكيت كبير|هل لديكم جاكيت مقاس كبير
16_0743|رغبه سوال جاكيت نظر تجربه قياس لون احمر|اريد ان اقيس الجاكيت الاحمر
16_0744|انا رغبه حذاء مقاس رقم اربعون|اريد حذاء مقاس اربعين
16_0745|انا مشاهده فستان نظر سعيد لا|لم يعجبني الفستان هذا
16_0746|فستان ملابس صغير|الفستان هذا قصير جدا
16_0747|رقم شرطه جوال|كم رقم الشرطه
16_0748|شخص شعار احمر اسعاف سرعه|رجل الاسعاف سريع
16_0749|مباره كاس عالم الان ممتاز|مباراه كاس العالم اليوم ممتعه
16_0750|اليوم الخميس مع اب حديقه|يوم الخميس اذهب مع ابي الى المزرعه
16_0751|انا اخ رغبه رسم كتاب|اختي تحب الرسم في الدفتر
16_0752|خلط جد ماضي لذيذ|طبخ جدتي لذيذ
16_0753|طفل طفل بكاء سبب جوع|الطفل يبكي لانه جائع
16_0754|اعطاء ملح استئذان|اعطني الملح من فضلك
16_0755|بحر امتلاء ازدحام|الشاطئ مزدحم اليوم
16_0756|وجوب جميع كلام صدق مستمر|يجب ان تقول الصدق دائما
16_0757|لا خوف ثعبان|لا تخاف من الثعبان
16_0758|حديد حداد عمل ثقيل تعب|الحداده عمل متعب
16_0759|صغير رمي سوال قط|الطفل ضرب القطه
16_0760|انا اخ مشكله عم ابن مشكله|تشاجر اخي مع ابن عمي
16_0761|جد انا موت يوم الاربعاء|جدي توفي يوم الاربعاء
16_0762|انا اخ استفراغ مدرسه يكره|اخي يكره المدرسه
16_0763|انا ابن دجاج شواء ثاني سمكه شواء|ابني يشوي الدجاج و السمك
16_0764|انا اب عم عمل حداد حديد|ابي وعمي يعملون بالحداده
16_0765|خال عمل وزاره تصليح|خالي يعمل في وزاره الصناعه
16_0766|انا رسم علم السعوديه سوال مدرسه داخل|انا رسمت علم السعوديه في الصف
16_0767|انا مستمر مشي كل_يوم رياضه|امارس رياضه المشي كل يوم
16_0768|سبعه اسبوع_الماضي انا عمره احرام|الاسبوع الماضي اديت العمره
16_0769|انا اب غتره عقال|يلبس ابي غتره و عقال
16_0770|استفهام عاصمه السعوديه|ما هي عاصمه السعوديه
16_0771|غيوم ثقيل بعد مطر|الغيوم الثقيله تجلب المطر
16_0772|تاجر تجاره مخدرات وصول سجن|تجار المخدرات يذهبون الى السجن
16_0773|معلم تعليم مدرسه قراءه|المعلم يعلم الطلبه القراءه
16_0774|اجازه عيد اجازه ذبح غدا فتح|اجازه عيد الاضحى تبدا غدا
16_0775|انا حب شهر رمضان|انا احب شهر رمضان
16_0776|رغبه جميع شراء دجاج كوسا مربى|نحتاج ان نشتري دجاج وكوسا ومربى
16_0777|غدا ولد_عم تفضل زياره منزل انا|غدا ابن عمي سيقوم بزيارتنا
16_0778|الان مدرسه الان معرفه رسم|اليوم في المدرسه تعلمت الرسم
16_0779|انا رغبه شراء عشرون متر م ت ر قماش|احتاج ان اشتري عشرين متر قماش
16_0780|انا ام الان صباح اكل خلط|امي اعدت فطور اليوم
16_0781|انا حب السعوديه|انا احب السعوديه
16_0782|انا ذهاب وقت اربع|ساذهب الساعه الرابعه عصرا
16_0783|انا رغبه ذهاب طياره سوال المغرب|انا ارغب بالسفر لدوله المغرب
16_0784|انا زكام اسبوع_ماضي|انا اصبت بالزكام الاسبوع الماضي
16_0785|انا عمل وقت ثمان_ساعات كل_يوم|انا اعمل ثمان ساعات يوميا
16_0786|انا ذهاب صيدليه مع اب|ذهبت الى الصيدليه مع ابي
16_0787|شخص ولد هو كفيف وجوب مساعده|الشخص الكفيف يحتاج الى المساعده
16_0788|انا اخ بنت زواج ابن عمر سن اثنان|اختي متزوجه و لديها ولد عمره سنتان
16_0789|سبب راتب شهر|لماذا لم تستلم الراتب
16_0790|انا اخ مدرسه تركيز|اخي يدرس بتركيز
16_0791|استفهام هو رغبه مشاهده فيلم سينما تلفاز مشاهده|هل تريد ان تشاهد فيلم في التلفيزيون
16_0792|انا منزل جانب هذا ولد كريم طيب|جارنا رجل طيب و كريم
16_0793|سبب جميع تعب اعاقه سبب|لماذا الجميع متعبين و منهكين
16_0794|مشاركه مع اخ بنت تكنيس نظيف منزل|اشارك اختي في تنظيف المنزل
16_0795|سياحه ترفيه ممنوع الان|التجول ممنوع الان
16_0796|بعد اكل وجوب صحن غسل نظيف|بعد اكل الطعام انظف صحني
16_0797|بعد غدا سفر اخ سوال وصول ابها|بعد غد يصل اخي الى ابها
16_0798|رغبه تذكره كاس عالم|اريد تذكره لكاس العالم
16_0799|اختيار اسود صباح|نقطف اشجار الزيتون في الصباح
16_0800|اب انا رئيس جمعيه صم السعوديه|ابي رئيس جمعيه الصم في السعوديه
16_0801|انا مشاهده منزل جميل لون رمادي اصفر|رايت بيت جميل لونه رمادي و اصفر
16_0802|استفهام سمع جرس|هل تسمع صوت الجرس
16_0803|مدرسه هو قدره اختبار|طالب المدرسه نجح في الامتحان
16_0804|رقم اخ|كم لديك اخوه
16_0805|رقم حفل مدرسه اشخاص رقم اثنان ثلاث_اصفار|عدد حضور حفل المدرسه الفين
16_0806|انا اكل خفيف اكل|اتناول الطعام بهدوء
16_0807|رقم سجن قضبان|كم عدد المساجين في هذا السجن
16_0808|ذهاب حج ماضي سن ثلاث_سنوات مع اب|سافرت للحج قبل ثلاث سنوات مع ابي
16_0809|كل_يوم قبل صباح قراءه قران كتاب|كل يوم قبل صلاه الفجر اقرا القران
16_0810|انا حب صديق صم|انا احب صديقي الاصم
16_0811|رقم نسبه فاضي عمل لا_يوجد مجتمع|كم نسبه البطاله في المجتمع
16_0812|انا مشاهده فيلم سينما طويل|شاهدت فيلم طويل جدا
16_0813|شخص هو طير هو قبيح|هذا الطائر قبيح
16_0814|وجوب كلام صدق مستمر|يجب ان تقول الصدق دائما
16_0815|انا ام استيقاظ صباح قبل سبب خلط اكل|امي تستيقظ قبل صلاه الفجر لتعد الفطور
16_0816|لا هو فاضي|لا تكن شخص كسول
16_0817|انا نوم ليل وقت تسع ليل|انام ليلا الساعه التاسعه
16_0818|انا حب لون ذهبي كره لون فضي|احب اللون الذهبي و اكره اللون الفضي
16_0819|انا اسم ع ل ي هو اسم سوال|اسمي علي ما اسمك
16_0820|انا مدرسه قراءه قران كتاب|انا اقرا القران
16_0821|انا اخ بنت حب لون بنفسجي ام حب لون رمادي|اختي تحب اللون البنفسجي و امي تحب اللون الرمادي
16_0822|انا حب صلاه قراءه مدرسه|احب الصلاه و قراءه القران
16_0823|اكل خلط مستشفى فائده|الطعام الصحي مفيد
16_0824|اخ بنت ابن طفل جميل|ابنه اختي الصغيره جميله
16_0825|انا اخ طياره سوال فرنسا الان صيف|انا و اخي سنسافر لفرنسا هذا الصيف
16_0826|حقيبه_يد حقيبه_ظهر مدرسه ثقيل|حقيبه المدرسه ثقيله جدا
16_0827|انا اخ معرفه سياره بنت|اختي تتعلم قياده السياره
16_0828|انا مساعده جد ري حديقه|اساعد جدتي وهي تسقي الزرع
16_0829|مساعده جد ولد مشي مساعده|اساعد جدي في المشي
16_0830|لا انا صديق لا_يوجد مدرسه|ليس لدي اصدقاء في المدرسه
16_0831|كيفيه معرفه لغه اشاره|كيف اتعلم لغه الاشاره
16_0832|وجوب وضوء قبل الصلاه|يجب ان تتوضا قبل الصلاه
16_0833|انا ولد_عم مع ذهاب صيد سمكه|انا وابن عمي سنذهب لصيد السمك
16_0834|انا انف منزل جار|انا احترم جاري
16_0835|انا زياره اقارب غدا|سوف ازور اقاربي غدا
16_0836|خال بنت هو مدير مدرسه|خالتي تعمل مديره مدرسه
16_0837|انا حب اكل منزل|احب ان اكل في المنزل
16_0838|انا حفظ قران مدرسه سوال مدرسه موقع|انا احفظ القران في المدرسه
16_0839|انا مدرسه مركز معرفه مركز لغه انجليزيه|انا ادرس في معهد اللغه الانجليزيه
16_0840|انا رغبه مساعده معرفه مدرسه|احتاج مساعده في مذاكره دروسي
16_0841|انا ذهاب مركز لغه انجليزيه كل_يوم|انا اذهب لمعهد اللغه الانجليزيه كل يوم
16_0842|انا ذهاب منزل صديق بنت يوم السبت|سوف اذهب لمنزل صديقتي يوم السبت
16_0843|لا اكل قبل نوم|لا تاكل قبل النوم
16_0844|انا حب سوال سمع موسيقى صباح|احب ان استمع للموسيقى في الصباح
16_0845|جد ولد ذهاب سوال صلاه الجمعه|جدي ذهب لصلاه الجمعه
16_0846|انا ابن مشي سوال بحر|انا و ابني نمشي على الشاطئ
16_0847|انا رغبه جديله صبغ لون سوال ذهبي|اريد ان اصبغ شعري للون الاشقر
16_0848|انا اخ وفاه اسبوع_ماضي الله رحمه|اخي مات قبل اسبوع الله يرحمه
16_0849|انا سياحه مدرسه سوال منقط قديم|لدينا رحله مدرسيه للمتحف
16_0850|تاريخ سوال يوم اجازه السعوديه علم يوم|متى عطله اليوم الوطني السعودي
16_0851|انا رغبه شراء حفيد ترفيه تقديم|اريد ان اشتري لعبه لحفيدي
16_0852|جد انسحاب مستشفى الان|جدي يخرج من المستشفى اليوم
16_0853|لا رغبه حب اقارب خال بنت ابن هو كذب|لا احب ابن خالتي كذاب
16_0854|استفهام هو ابن بنت ذهاب مدرسه|هل تذهب ابنتك للمدرسه
16_0855|عمر بنت اخ طفل عمر سنه نصف|عمر اختي الصغيره سنه و نصف
16_0856|تاريخ سوال مدرسه انسحاب|متي تنتهي من المدرسه
16_0857|وجوب ان دواء صباح|يجب ان تاخذ الدواء صباحا
16_0858|باص مدرسه وقت وصول منزل سبعه صباح|حافله المدرسه تاتي الساعه السابعه صباحا
16_0859|جد بنت مدرسه قراءه جهل|جدتي لا تعرف القراءه
16_0860|انا رغبه شراء غتره عقال سبب عيد اجازه|اريد ان اشتري غتره وعقال للعيد
16_0861|سياره غسل صباح|غسلت سيارتي في الصباح
16_0862|منزل امام هنا بحر|بيتي امام البحر
16_0863|انا شرب اضافه جسم كل_يوم صباح|اشرب البروتين كل يوم في الصباح
16_0864|مدرسه سباحه معرفه ممتاز|درس السباحه ممتع
16_0865|جبل صعود ثقيل|صعود الجبل متعب
16_0866|الاثنين يوم ماضي ذهاب مستشفى|يوم الاثنين الماضي ذهبت للمستشفي
16_0867|عيد اجازه ذبح|عيد اضحى مبارك
16_0868|اب انا بناء مسجد كبير|ابي يبني مسجدا كبيرا
16_0869|طفل هو معرفه سباحه|الطفل يتعلم السباحه
16_0870|صلاه مسجد داخل قدره|الصلاه في المسجد افضل
16_0871|استفهام د قول سوال|ماذا قال لك الطبيب
16_0872|ابن اكل مستشفى لا|الولد ياكل طعام غير صحي
16_0873|استفهام كتابه هذا هو|هل القلم هذا لك
16_0874|كتاب هذا كسل امتلاء|هذا الكتاب ممل
16_0875|انا مترجم لغه سرعه معرفه لا|لا افهم المترجم سريع جدا
16_0876|نوم داخل طياره داخل نوم سعيد لا|النوم بالطائره غير مريح
16_0877|انا مشاهده غدا ان_شاء_لله|اراك غدا ان شاء الله
16_0878|طفل بكاء زياده|يبكي الطفل كثيرا
16_0879|انا لقاء قدره|تشرفت بمعرفتك
16_0880|عمر جد بنت سن مئه|عمر جدتي مئه سنه
16_0881|هو حب ايس_كريم صح|انت تحب الايسكريم
16_0882|انا حب اكل طعم فلفل مع رز رغبه لا|لا احب الفلفل في الاكل
16_0883|استفهام هو سوال سعيد هو اب هو سعيد قدره|كيف حالك و حال والدك
16_0884|ذهاب استفهام ذهاب جد بنت زياره ذهاب هو|سنذهب لزياره جدتي
16_0885|نعم اخ صم|نعم اخي اصم
16_0886|استفهام هو اخ صم هو|هل اخوك اصم
16_0887|استفهام هو ابن هو|هل لديك ابناء
16_0888|زوج انا ملابس كوي عمل هو لون بني|زوجتي تقوم بكي قميص العمل البني
16_0889|ملابس تعليق|اضع ملابسي في الخزانه
16_0890|انا رغبه شراء فيلا مع زهره كبير|اريد شراء منزل به حديقه كبيره
16_0891|ماضي انا سمع الم|امس كنت اعاني من الام شديده في الاذن
16_0892|وصول سرير خوف غدا|سيصل السرير الجديد غدا
16_0893|شوربه هو طبخ جد بنت طعم لذيذ|شوربه جدتي لذيذه
16_0894|طاوله كسر|هذه الطاوله مكسوره
16_0895|انا رغبه د سمع|اريد طبيب اذن
16_0896|غيوم شمس ابها شمس|الطقس في ابها مشمس اليوم
16_0897|زوج ولد هو اخذ سوال مدرسه|زوجي ياخذ الاطفال من المدرسه
16_0898|رغبه شراء تيشيرت تنوره لون ابيض|اريد شراء بلوزه لونها ابيض
16_0899|انا اخ بنت كبير رغبه خياطه|اختي الكبيره تحب الخياطه
16_0900|جد اب انا عمل خبز|جدي و ابي يعملون خباز
16_0901|هو مشي نادل وصول سوال باص|ياتي النادل الى هنا بالحافله
16_0902|انا اب مع طياره فرنسا صيف الان|انا و ابي سنسافر لفرنسا هذا الصيف
16_0903|لا الان لون ملابس تيشيرت لون بني لا|لم يعجبني القميص البني
16_0904|فستان طويل|الفستان هذا طويل جدا
16_0905|مباراه عالم الان مشاهده كسل امتلاء|مباراه كاس العالم اليوم ممله
16_0906|يوم الخميس مع مستشفى اب ذهاب مستشفى|يوم الخميس اذهب مع ابي الى المستشفى
16_0907|خلط ام طعم لذيذ|طبخ امي لذيذ
16_0908|لا خوف قط|لا تخاف من القطه
16_0909|طفل ضرب هو كلب|الطفل ضرب الكلب
16_0910|اخ ابن صغير|ابن اخي قصير
16_0911|جد ولد مستمر صدقه فقير متسول|جدي دائما يتصدق للفقراء و المساكين
16_0912|انا اخ بنت معلم اطفال|اختي معلمه اطفال
16_0913|انا اخ كل_يوم الاربعاء ذهاب قراءه_شفاه معرفه|اخي يذهب كل اربعاء الى اخصائيه تدريب نطق
16_0914|ابن انا ابتسامه سعيد سبب ذهاب مشاهده مباراه كره_قدم|ابني سعيد لانه ذهب لمشاهده مباراه كره القدم
16_0915|انا اخ بنت هو معلم صم|اختي معلمه للصم
16_0916|اسره ام اب اخ ولد ثلاث|اسرتي تتكون من امي وابي و اخواني الثلاث
16_0917|وجوب ان الصلاه خمس وقت اتقان|يجب ان تصلي الصلوات الخمس
16_0918|انا حب ام اب اخ بنت طفل|احب ابي وامي و اختي الصغيره
16_0919|شهر قريب ترفيه حفل زوج اخ|الشهر القادم حفله زواج اخي
16_0920|حمايه السعوديه حمايه شعب السعوديه|الامن السعودي يحمي الوطن
16_0921|شهر قريب ام وصول منطقه الرياض|الشهر القادم امي تصل الي الرياض
16_0922|اخ ولد لون فضي اصفر بني|اخي يحب اللون الفضي والاصفر والبني
16_0923|اخ رغبه موسيقى|اخي يحب الموسيقى
16_0924|ممنوع دخان داخل مدرسه|ممنوع التدخين في المدرسه
16_0925|عم ولد طيب كريم|عمي رجل طيب وكريم
16_0926|سياحه تعب|الرحله كانت متعبه
16_0927|رحمه جميل رحمه|الرحمه صفه جميله
16_0928|مطر ضباب سبب حادث|المطر والضباب يسبب حوادث السير
16_0929|طريق ذهاب وصول سوال طياره خطر|الطريق الى المطار خطير
16_0930|شخص هو عامل هو صبغ مسجد لون ابيض|العامل يصبغ المسجد باللون الابيض
16_0931|قرد قفز شجر|القرد فوق الشجره
16_0932|قلم تحت خزانه تعليق ملابس|القلم تحت خزانه الملابس
16_0933|استفهام لون دم ال د م|ما هو لون الدم
16_0934|جد ولد ري حديقه|جدي يسقي الزرع
16_0935|حمايه محامي كلام صدق|المحامي يقول الصدق
16_0936|قط خوف ثعبان|القطه تخاف من الثعبان
16_0937|ملك سعوديه هو زياره الصين منطقه|الملك السعودي يزور الصين
16_0938|اب شراء زهره|ابي اشترى باقه زهور
16_0939|انا اخ حب لون اصفر|اخي يحب اللون الاصفر
16_0940|انا شرب ماء بارد|انا اشرب الماء البارد
16_0941|انا مشاهده طير جميل صباح|شاهدت طائر حلو في الصباح
16_0942|انا سعيد سبب زواج اخ بنت|انا سعيد بسبب زواج اختي
16_0943|ملابس اخ شماغ عقال|يلبس اخي غتره و عقال
16_0944|انا مشاهده فلافل حمص مشاهده لا_يوجد|لم اجد فلافل و حمص
16_0945|اب انا مستشار خبير لغه اشاره|ابي خبير لغه اشاره
16_0946|هو ولد هو كذب|هذا رجل كذاب
16_0947|الان انسحاب خلاص لغه دوره لغه اشاره|اليوم انهيت دوره بلغه الاشاره
16_0948|انا رغبه ذهاب شركه اتصالات|اريد الذهاب الى شركه الاتصالات
16_0949|زياره شخص اخر صباح|زارنا ضيف الصباح
16_0950|منزل امام مدرسه|بيتي امام المدرسه
16_0951|انا سعيد سبب ام وصول سفر صحه|نحن سعداء بعوده امي من السفر
16_0952|جد ولد حديقه زهره|جدي يزرع الشجر
16_0953|داخل مسجد ممنوع اكل شرب|داخل المسجد يمنع الاكل و الشرب
16_0954|شرطه هو مساعده اشخاص انسان|الشرطي يساعد الناس
16_0955|انا اخ بنت سعيد سبب عمل مع صم|اختي سعيده بالعمل مع الصم
16_0956|انا لقاء ساعه احد_عشر نصف كوفي|سنتقابل الساعه احد عشر و نصف في المقهى
16_0957|انا مشاهده رسم ماضي|شاهدت الرسام يرسم امس
16_0958|شجر كبير جبل سقوط|شجره كبيره من اعلى الجبل سقطت
16_0959|استفهام اسم صوت فيل|ما اسم صوت الفيل
16_0960|فرنسا مشاهده جميع انسان حب سوال بيتزا تقطيع|في فرنسا جميع الناس يحبون البيتزا
16_0961|مشاهده فيلم سينما عرض امتلاء|هذا الفيلم ممل
16_0962|د كلام لي ثلاث_ايام اعاده عوده|قال لي الطبيب راجعني بعد ثلاث ايام
16_0963|قبل دخول اخ وجوب دق_الباب|قبل دخولي لغرفه اخي اقرع جرس الباب
16_0964|ماشاءالله هو ذكي|ما شاء الله انت ذكي
16_0965|عمل بنك شخص هو معروف تعامل ابتسامه|موظف البنك يتميز بحسن التعامل والابتسامه
16_0966|كيفيه طبخ بيتزا تقطيع مهاره سوال|كيف تصنع البيتزا
16_0967|انا رغبه شراء محفظه مال|اريد شراء محفظه نقود
16_0968|هو كلب هو قبيح|هذا الكلب قبيح
16_0969|كيفيه وصول سياحه بقاله|كيف اصل الى السوبرماركت
16_0970|انا رغبه مترجم لغه اشاره|اريد مترجم لغه اشاره
16_0971|انا مع اسره ذهاب زهره|انا واسرتي ذهبنا الى الحديقه
16_0972|انا ذهاب صيدليه مع ام|ذهبت للصيدليه مع امي
16_0973|انا اب بيع منزل|ابي باع المنزل
16_0974|انا حب اخ ولد هو ابن طفل|احب ابن اخي الصغير
16_0975|انا حب اخ كبير|احب اختي الكبيره
16_0976|انا حب اكل مستشفى ضبط|احب الطعام الصحي
16_0977|انا ابن عمل شرطه|ابني يعمل في الشرطه
16_0978|انا كره هو صيف|اكره فصل الصيف
16_0979|هو استفهام رقم عمر سن اخ طفل بنت|كم عمر اختك الصغيره
16_0980|جد قدره جد بنت قراءه علم|جدتي تعرف القراءه
16_0981|انا غسل ملابس غسل صباح|غسلت ملابسي في الصباح
16_0982|انا اخ صبغ لون وردي|اخي يصبغ الحائط باللون الوردي
16_0983|معلم كيمياء تعليم ممتاز|درس الفيزياء ممتع
16_0984|استفهام معلم كلام سوال|ماذا قال لك المعلم
16_0985|شخص ولد ايس_كريم|الولد ياكل الايسكريم
16_0986|ولد هو ترفيه دراجه|الولد يلعب بالدراجه
16_0987|انا اب نداء اخ|ابي ينادي اخي
16_0988|انا ام لا_2 اشاره لغه|امي لا تعرف لغه الاشاره
16_0989|هو شخص هو طيب|انت شخص طيب
16_0990|استفهام سوال موقع شركه سوال|ماهو عنوان الشركه
